File Exported by Q - (c) 2009 Affectiva Inc.,,,,
File Version: 1.01,,,,
Firmware Version: 1.81,,,,
UUID: AQL1113206T,,,,
Sampling Rate: 16,,,,
Start Time: 2020-02-27 13:02:49 Offset:-05,,,,
Z-axis,Y-axis,X-axis,Temperature Celsius,EDA(uS)
-0.65,0.58,0.24,31.2,2.553
-0.58,1.21,-0.01,31.4,2.553
-0.45,0.85,0.03,31.4,2.553
-0.66,0.79,0,31.4,2.553
-0.6,1.08,-0.32,31.4,2.553
-0.52,0.8,-0.25,31.4,2.553
-0.68,0.59,-0.08,31.2,2.558
-0.68,0.51,0.26,31.4,2.553
-0.46,1.15,-0.53,31.4,2.574
-0.54,0.86,-0.17,31.2,2.574
-0.69,0.77,0.21,31.4,2.574
-0.51,1.2,-0.1,31.4,2.574
-0.38,1.08,-0.19,31.2,2.574
-0.67,0.93,0.15,31.4,2.579
-0.72,0.36,0.46,31.4,2.574
-0.48,1.15,0.06,31.4,2.562
-0.49,1.09,0.21,31.4,2.574
-0.67,0.77,0.16,31.2,2.574
-0.58,0.64,0.4,31.4,2.562
-0.5,1.08,0.22,31.4,2.562
-0.57,0.93,0.2,31.4,2.57
-0.57,0.84,0.3,31.2,2.574
-0.56,0.87,0.24,31.2,2.553
-0.53,0.91,0.24,31.2,2.553
-0.53,0.87,0.24,31.4,2.553
-0.53,0.88,0.23,31.2,2.541
-0.51,0.83,0.22,31.4,2.537
-0.5,0.85,0.22,31.2,2.553
-0.48,0.89,0.21,31.2,2.541
-0.48,0.92,0.27,31.4,2.537
-0.46,1.06,0.31,31.4,2.52
-0.41,1.08,0.24,31.4,2.52
-0.42,0.9,0.24,31.4,2.537
-0.44,0.96,0.32,31.4,2.541
-0.42,0.89,0.27,31.2,2.553
-0.41,0.97,0.32,31.4,2.553
-0.41,0.96,0.3,31.4,2.574
-0.41,0.91,0.26,31.2,2.579
-0.39,0.88,0.16,31.4,2.596
-0.34,0.84,0.16,31.4,2.6
-0.4,0.86,0.46,31.4,2.617
-0.18,0.75,0.1,31.4,2.639
-0.35,1.55,0.34,31.4,2.661
-0.48,1.19,0.83,31.4,2.661
-0.47,0.97,0.64,31.4,2.676
-0.41,0.68,0.52,31.4,2.729
-0.37,0.72,0.5,31.2,2.734
-0.31,0.14,0.41,31.2,2.734
-0.24,1.51,0.24,31.4,2.734
-0.27,0.86,0.26,31.4,2.752
-0.43,0.99,0.27,31.4,2.775
-0.43,1,0.29,31.4,2.775
-0.41,1.01,0.19,31.4,2.799
-0.36,0.95,0.2,31.4,2.803
-0.34,0.95,0.14,31.4,2.808
-0.33,0.92,0.16,31.4,2.808
-0.32,0.93,-0.28,31.4,2.808
-0.14,0.77,-0.33,31.4,2.822
-0.2,1.1,0.5,31.4,2.822
-0.14,1.52,1.06,31.4,2.822
-0.1,1.37,1.15,31.4,2.822
-0.14,1.1,0.2,31.4,2.822
-0.13,1,-0.52,31.4,2.822
-0.3,0.78,-0.77,31.2,2.799
-0.3,0.67,-0.55,31.4,2.752
-0.24,0.94,-0.08,31.4,2.734
-0.66,1.16,0.92,31.4,2.775
-0.58,1.19,0.88,31.4,2.785
-0.43,1,0.58,31.4,2.766
-0.16,1,0.57,31.4,2.799
-0.41,1.04,0.73,31.4,2.766
-0.42,0.77,0.34,31.4,2.775
-0.45,0.59,0.11,31.4,2.752
-0.51,0.57,0.03,31.4,2.688
-0.4,0.91,-0.22,31.4,2.661
-0.3,0.52,0.08,31.4,2.649
-0.83,0.62,0.05,31.4,2.661
-0.7,1.72,0.37,31.4,2.661
-0.65,1.67,0.05,31.2,2.661
-0.61,0.98,0.21,31.2,2.679
-0.39,0.52,0.16,31.2,2.661
-0.29,0.93,-0.06,31.4,2.661
-0.2,0.99,-0.06,31.4,2.661
-0.29,0.8,-0.02,31.4,2.661
-0.31,0.77,0.37,31.2,2.661
-0.27,1.19,0.45,31.4,2.649
-0.25,1.15,0.52,31.2,2.661
-0.29,0.96,0.69,31.2,2.649
-0.22,0.8,0.7,31.4,2.644
-0.19,0.74,0.8,31.2,2.639
0.09,0.82,0.69,31.2,2.622
0,0.94,0.99,31.4,2.617
-0.13,0.76,0.93,31.4,2.617
-0.06,0.69,0.83,31.4,2.6
-0.02,0.96,1.15,31.2,2.6
0.29,0.66,0.47,31.4,2.596
0,0.9,0.95,31.4,2.613
-0.11,0.77,0.86,31.2,2.596
-0.15,0.71,0.84,31.4,2.596
0.19,0.61,0.43,31.4,2.596
0,1,1.04,31.6,2.581
-0.05,0.82,0.94,31.8,2.555
0.06,0.56,0.67,31.6,2.596
0.05,0.87,0.97,31.6,2.584
0.02,0.78,0.93,31.8,2.613
0.03,0.7,0.88,31.6,2.588
0.03,0.74,0.83,31.6,2.622
0.04,0.74,0.83,31.6,2.639
0.01,1.2,0.99,31.6,2.661
0.09,1.19,0.48,31.6,2.679
-0.14,1.01,0.51,31.6,2.688
-0.02,0.9,0.22,31.6,2.716
0.07,0.9,-0.02,31.4,2.711
0.02,0.87,0,31.4,2.739
-0.05,0.92,0.02,31.2,2.757
-0.06,0.91,0.04,31.4,2.78
-0.09,0.99,0.08,31.4,2.799
-0.09,1.01,0.08,31.4,2.803
-0.06,1.05,0.05,31.4,2.803
-0.06,0.97,0.08,31.4,2.822
-0.06,0.94,0.15,31.4,2.822
-0.03,0.8,0.31,31.4,2.822
0.08,0.94,0.21,31.4,2.803
0.24,0.76,0.47,31.2,2.78
0.41,0.84,0.96,31.2,2.775
0.31,0.93,1.15,31.4,2.752
0.23,0.84,0.67,31.2,2.701
0.23,0.77,0.46,31.4,2.644
0.27,0.84,0.54,31.2,2.644
0.3,1,0.98,31.2,2.684
0.33,0.93,0.68,31.2,2.661
0.44,0.72,0.66,31.2,2.617
0.42,0.69,0.56,31.4,2.596
0.44,0.84,0.63,31.4,2.548
0.49,0.77,0.51,31.2,2.495
0.47,0.72,0.67,31.4,2.486
0.48,0.71,0.71,31.4,2.465
0.53,0.73,0.79,31.2,2.434
0.53,0.7,0.55,31.4,2.409
0.5,0.6,0.82,31.4,2.394
0.5,0.52,0.82,31.4,2.394
0.54,0.55,0.8,31.4,2.434
0.56,0.62,0.75,31.4,2.495
0.59,0.5,0.68,31.4,2.532
0.7,0.67,0.62,31.2,2.532
0.7,0.62,0.58,31.4,2.516
0.65,0.56,0.62,31.4,2.516
0.61,0.54,0.63,31.2,2.532
0.59,0.58,0.67,31.4,2.532
0.67,0.64,0.82,31.4,2.532
0.68,0.61,0.73,31.4,2.532
0.67,0.47,0.64,31.2,2.553
0.68,0.37,0.69,31.4,2.574
0.72,0.44,0.7,31.2,2.579
0.71,0.57,0.7,31.4,2.596
0.7,0.65,0.71,31.4,2.596
0.68,0.4,0.68,31.4,2.596
0.71,0.43,0.69,31.4,2.596
0.71,0.5,0.63,31.4,2.596
0.7,0.56,0.64,31.4,2.596
0.72,0.47,0.67,31.4,2.613
0.73,0.31,0.68,31.2,2.617
0.76,0.45,0.53,31.4,2.622
0.93,0.68,0.81,31.4,2.617
0.94,0.44,0.46,31.2,2.635
0.76,0.66,0.66,31.4,2.613
0.46,0.65,0.89,31.4,2.553
0.36,0.65,0.59,31.4,2.532
0.42,0.59,0.62,31.4,2.49
0.51,0.73,0.75,31.4,2.49
0.48,0.71,0.66,31.4,2.465
0.59,0.53,0.51,31.4,2.429
0.59,0.65,0.65,31.4,2.429
0.64,0.67,0.5,31.4,2.418
0.48,0.6,0.55,31.2,2.45
0.51,0.81,0.54,31.4,2.45
0.58,0.61,0.41,31.2,2.49
0.7,0.43,0.54,31.4,2.553
0.8,0.5,0.66,31.2,2.617
0.7,0.61,0.47,31.4,2.661
0.69,0.89,0.54,31.4,2.684
0.65,0.65,0.55,31.2,2.684
0.69,0.63,0.54,31.2,2.684
0.68,0.61,0.51,31.4,2.661
0.71,0.64,0.51,31.4,2.661
0.71,0.64,0.59,31.4,2.661
0.69,0.71,0.51,31.2,2.684
0.75,0.5,0.37,31.4,2.701
0.65,0.43,0.6,31.2,2.698
0.59,0.82,0.43,31.4,2.706
0.58,0.69,0.38,31.4,2.684
0.73,0.74,0.31,31.4,2.706
0.77,0.67,0.42,31.4,2.729
0.71,0.73,0.3,31.2,2.734
0.62,0.62,0.32,31.2,2.752
0.74,0.69,0.27,31.4,2.734
0.77,0.59,0.17,31.4,2.734
0.71,0.75,0.42,31.4,2.734
0.7,0.7,0.27,31.2,2.734
0.77,0.58,0.23,31.4,2.734
0.75,0.57,0.32,31.2,2.693
0.78,0.58,0.31,31.2,2.671
0.79,0.56,0.35,31.2,2.688
0.71,0.68,0.4,31.4,2.684
0.7,0.58,0.36,31.4,2.684
0.76,0.61,0.34,31.4,2.684
0.75,0.6,0.37,31.4,2.684
0.76,0.6,0.39,31.4,2.684
0.76,0.62,0.36,31.4,2.684
0.73,0.61,0.36,31.4,2.684
0.78,0.58,0.33,31.4,2.684
0.73,0.65,0.4,31.4,2.684
0.69,0.66,0.37,31.4,2.684
0.73,0.61,0.33,31.4,2.679
0.81,0.64,0.3,31.4,2.684
0.73,0.65,0.32,31.4,2.679
0.7,0.64,0.38,31.4,2.661
0.75,0.58,0.3,31.4,2.661
0.76,0.63,0.31,31.2,2.679
0.73,0.63,0.29,31.2,2.661
0.74,0.63,0.32,31.4,2.679
0.74,0.62,0.31,31.2,2.679
0.74,0.63,0.3,31.4,2.661
0.74,0.63,0.29,31.4,2.661
0.74,0.62,0.32,31.4,2.661
0.72,0.65,0.32,31.4,2.661
0.73,0.64,0.28,31.4,2.661
0.74,0.63,0.31,31.4,2.661
0.73,0.65,0.33,31.4,2.661
0.71,0.66,0.36,31.2,2.661
0.72,0.65,0.33,31.4,2.661
0.74,0.67,0.19,31.4,2.661
0.67,0.64,0.46,31.4,2.661
0.75,0.58,0.35,31.4,2.649
0.72,0.66,0.35,31.4,2.661
0.71,0.67,0.37,31.4,2.661
0.72,0.56,0.31,31.2,2.661
0.69,0.72,0.39,31.4,2.661
0.64,0.67,0.4,31.4,2.644
0.69,0.66,0.38,31.4,2.661
0.72,0.67,0.41,31.4,2.661
0.72,0.65,0.36,31.4,2.661
0.68,0.65,0.37,31.2,2.661
0.71,0.65,0.33,31.4,2.661
0.74,0.64,0.34,31.4,2.661
0.74,0.63,0.33,31.4,2.679
0.74,0.62,0.32,31.2,2.679
0.73,0.63,0.3,31.4,2.684
0.74,0.64,0.3,31.4,2.684
0.76,0.62,0.27,31.4,2.684
0.76,0.61,0.28,31.4,2.706
0.76,0.62,0.29,31.4,2.706
0.75,0.61,0.28,31.4,2.706
0.73,0.63,0.28,31.4,2.711
0.73,0.63,0.3,31.4,2.729
0.73,0.64,0.23,31.4,2.734
0.69,0.7,0.3,31.2,2.734
0.68,0.69,0.32,31.4,2.734
0.67,0.71,0.31,31.2,2.752
0.68,0.71,0.33,31.2,2.775
0.67,0.69,0.32,31.2,2.78
0.66,0.71,0.34,31.4,2.803
0.68,0.71,0.35,31.4,2.822
0.69,0.7,0.32,31.2,2.846
0.68,0.72,0.33,31.4,2.87
0.66,0.7,0.31,31.4,2.875
0.67,0.69,0.33,31.2,2.895
0.68,0.7,0.32,31.2,2.919
0.65,0.73,0.31,31.4,2.924
0.65,0.74,0.4,31.2,2.944
0.66,0.68,0.35,31.2,2.944
0.66,0.7,0.35,31.4,2.949
0.69,0.71,0.37,31.2,2.969
0.72,0.69,0.39,31.4,2.969
0.71,0.72,0.37,31.2,2.969
0.68,0.71,0.38,31.4,2.949
0.65,0.72,0.36,31.4,2.969
0.64,0.69,0.35,31.4,2.969
0.66,0.66,0.39,31.2,2.954
0.63,0.63,0.27,31.4,2.949
0.64,0.72,0.29,31.4,2.964
0.62,0.65,0.36,31.4,2.949
0.71,0.75,0.41,31.4,2.944
0.73,0.7,0.28,31.4,2.929
0.66,0.68,0.23,31.2,2.924
0.64,0.71,0.3,31.4,2.924
0.68,0.7,0.31,31.2,2.905
0.69,0.7,0.28,31.4,2.919
0.67,0.72,0.24,31.4,2.895
0.7,0.71,0.27,31.2,2.895
0.72,0.67,0.19,31.2,2.88
0.69,0.69,0.21,31.4,2.875
0.67,0.71,0.26,31.4,2.87
0.63,0.75,0.23,31.4,2.856
0.65,0.76,0.23,31.4,2.837
0.7,0.69,0.3,31.4,2.832
0.73,0.63,0.36,31.4,2.846
0.7,0.67,0.31,31.4,2.813
0.66,0.73,0.24,31.4,2.822
0.68,0.72,0.2,31.4,2.822
0.69,0.7,0.2,31.2,2.803
0.68,0.71,0.23,31.2,2.803
0.67,0.72,0.26,31.4,2.803
0.65,0.73,0.3,31.4,2.799
0.63,0.74,0.3,31.4,2.799
0.62,0.76,0.3,31.2,2.799
0.62,0.76,0.29,31.2,2.766
0.63,0.76,0.28,31.4,2.775
0.62,0.76,0.28,31.4,2.775
0.61,0.76,0.3,31.4,2.775
0.61,0.77,0.31,31.2,2.775
0.61,0.76,0.31,31.4,2.762
0.62,0.76,0.3,31.2,2.77
0.62,0.76,0.3,31.4,2.752
0.62,0.75,0.31,31.2,2.739
0.63,0.75,0.3,31.4,2.752
0.62,0.75,0.29,31.2,2.752
0.63,0.75,0.28,31.2,2.739
0.64,0.74,0.29,31.2,2.739
0.64,0.75,0.29,31.2,2.752
0.63,0.75,0.3,31.4,2.752
0.63,0.74,0.29,31.4,2.739
0.62,0.76,0.29,31.4,2.752
0.62,0.75,0.29,31.4,2.752
0.62,0.77,0.29,31.4,2.752
0.63,0.76,0.28,31.4,2.752
0.64,0.74,0.28,31.2,2.752
0.63,0.74,0.28,31.2,2.752
0.64,0.74,0.28,31.4,2.752
0.64,0.74,0.27,31.4,2.752
0.65,0.75,0.27,31.2,2.752
0.65,0.74,0.27,31.4,2.752
0.65,0.74,0.26,31.4,2.752
0.64,0.74,0.26,31.4,2.752
0.63,0.75,0.26,31.2,2.752
0.64,0.75,0.26,31.2,2.739
0.63,0.74,0.27,31.4,2.752
0.63,0.75,0.25,31.4,2.752
0.64,0.75,0.25,31.4,2.752
0.64,0.74,0.24,31.4,2.752
0.65,0.73,0.24,31.4,2.752
0.64,0.75,0.24,31.4,2.752
0.65,0.75,0.24,31.4,2.752
0.67,0.73,0.24,31.4,2.752
0.66,0.74,0.24,31.2,2.752
0.63,0.75,0.24,31.2,2.752
0.62,0.76,0.25,31.2,2.739
0.63,0.76,0.24,31.2,2.752
0.63,0.75,0.25,31.2,2.752
0.62,0.76,0.23,31.4,2.721
0.62,0.77,0.25,31.4,2.734
0.61,0.77,0.26,31.4,2.734
0.59,0.77,0.27,31.2,2.734
0.6,0.78,0.26,31.2,2.734
0.61,0.78,0.23,31.4,2.729
0.61,0.78,0.24,31.4,2.729
0.63,0.76,0.28,31.4,2.716
0.62,0.75,0.3,31.4,2.729
0.61,0.77,0.31,31.2,2.729
0.6,0.76,0.3,31.4,2.729
0.62,0.74,0.29,31.2,2.711
0.63,0.75,0.26,31.4,2.729
0.62,0.76,0.25,31.4,2.711
0.63,0.74,0.27,31.4,2.716
0.65,0.74,0.28,31.2,2.716
0.64,0.74,0.27,31.4,2.711
0.64,0.75,0.28,31.4,2.698
0.62,0.77,0.28,31.4,2.729
0.61,0.75,0.28,31.4,2.729
0.62,0.76,0.26,31.4,2.729
0.62,0.76,0.26,31.4,2.734
0.61,0.77,0.28,31.4,2.734
0.6,0.77,0.3,31.4,2.734
0.59,0.79,0.25,31.4,2.734
0.59,0.83,0.26,31.4,2.734
0.6,0.77,0.32,31.2,2.752
0.6,0.73,0.36,31.4,2.721
0.61,0.75,0.32,31.2,2.734
0.62,0.75,0.25,31.4,2.739
0.62,0.77,0.21,31.4,2.739
0.62,0.78,0.21,31.4,2.752
0.6,0.77,0.26,31.4,2.752
0.59,0.77,0.3,31.4,2.721
0.61,0.77,0.3,31.4,2.739
0.64,0.77,0.27,31.4,2.752
0.63,0.75,0.25,31.4,2.734
0.63,0.77,0.22,31.4,2.734
0.63,0.75,0.23,31.4,2.734
0.63,0.79,0.23,31.4,2.734
0.65,0.79,0.18,31.4,2.734
0.61,0.76,0.29,31.4,2.721
0.58,0.78,0.34,31.4,2.729
0.56,0.8,0.4,31.4,2.729
0.57,0.79,0.42,31.4,2.729
0.55,0.79,0.43,31.4,2.711
0.52,0.77,0.48,31.4,2.711
0.53,0.78,0.48,31.2,2.711
0.52,0.76,0.5,31.4,2.711
0.53,0.75,0.48,31.2,2.706
0.54,0.78,0.45,31.4,2.706
0.56,0.75,0.47,31.4,2.679
0.49,0.8,0.51,31.4,2.617
0.53,0.81,0.5,31.4,2.596
0.51,0.76,0.5,31.2,2.596
0.51,0.79,0.53,31.4,2.596
0.5,0.75,0.53,31.4,2.596
0.61,0.69,0.51,31.4,2.548
0.51,0.63,0.57,31.4,2.532
0.5,0.76,0.59,31.4,2.52
0.55,0.72,0.57,31.2,2.548
0.58,0.7,0.56,31.4,2.548
0.59,0.73,0.54,31.4,2.548
0.56,0.7,0.57,31.4,2.548
0.52,0.77,0.59,31.4,2.553
0.56,0.77,0.55,31.2,2.553
0.57,0.73,0.54,31.4,2.574
0.57,0.71,0.52,31.4,2.596
0.58,0.73,0.51,31.4,2.617
0.58,0.68,0.52,31.4,2.639
0.58,0.74,0.52,31.4,2.661
0.56,0.7,0.53,31.2,2.679
0.58,0.72,0.54,31.2,2.684
0.58,0.71,0.55,31.4,2.711
0.57,0.71,0.53,31.2,2.729
0.58,0.72,0.53,31.4,2.734
0.61,0.71,0.5,31.4,2.752
0.6,0.71,0.52,31.4,2.752
0.58,0.72,0.5,31.2,2.775
0.57,0.74,0.51,31.4,2.78
0.59,0.73,0.51,31.4,2.78
0.58,0.73,0.5,31.4,2.803
0.58,0.74,0.51,31.4,2.803
0.59,0.72,0.5,31.4,2.822
0.59,0.72,0.5,31.4,2.822
0.7,0.78,0.52,31.4,2.822
0.68,1.05,0.72,31.4,2.822
0.68,0.9,0.75,31.4,2.808
0.47,0.36,1.16,31.2,2.803
0.32,0.65,0.84,31.2,2.803
0.12,1.04,0.28,31.4,2.803
0.24,1.18,-0.04,31.4,2.785
0.29,0.8,-0.19,31.2,2.78
0.2,0.47,-0.29,31.4,2.775
0.13,0.44,-0.4,31.2,2.775
0.04,0.57,-0.42,31.4,2.752
0,0.82,-0.47,31.2,2.752
0,0.82,-0.24,31.4,2.739
-0.05,1.2,-0.11,31.4,2.752
-0.06,1.07,0.03,31.4,2.752
-0.11,1.01,0.33,31.4,2.739
-0.19,0.78,0.53,31.4,2.752
-0.2,1.06,0.64,31.2,2.729
-0.19,0.61,0.73,31.2,2.734
-0.27,0.54,0.7,31.2,2.734
-0.33,0.5,0.99,31.4,2.734
-0.17,0.84,1,31.2,2.716
-0.03,0.66,0.88,31.2,2.711
-0.26,0.64,1.04,31.4,2.716
-0.17,0.7,0.98,31.4,2.706
-0.15,0.67,1.02,31.4,2.706
-0.17,0.66,0.94,31.2,2.693
-0.13,0.63,0.93,31.2,2.711
-0.14,0.66,0.93,31.4,2.729
-0.13,0.65,0.92,31.2,2.734
-0.09,0.66,0.95,31.4,2.752
-0.03,0.74,1,31.4,2.775
-0.04,0.71,0.99,31.4,2.785
-0.08,0.68,0.97,31.4,2.808
-0.02,0.69,0.94,31.4,2.808
0.03,0.65,1,31.4,2.846
-0.06,0.58,0.93,31.4,2.851
-0.08,0.65,0.98,31.4,2.875
-0.04,0.63,0.94,31.4,2.895
0,0.7,1,31.4,2.88
0.02,0.56,1.13,31.2,2.895
0.13,0.56,1.25,31.2,2.919
0.25,0.49,0.91,31.4,2.905
0.28,0.57,0.95,31.4,2.919
0.26,0.5,0.84,31.2,2.919
0.35,0.59,0.49,31.2,2.924
0.36,0.6,0.56,31.2,2.919
0.25,0.57,0.77,31.2,2.939
0.25,0.6,1.33,31.4,2.905
0.58,0.64,1.02,31.4,2.919
0.9,0.6,0.64,31.4,2.919
1,0.72,0.86,31.4,2.919
0.76,0.72,0.79,31.2,2.919
0.68,0.51,0.63,31.4,2.919
0.7,0.5,0.58,31.4,2.944
0.82,0.51,0.57,31.2,2.954
0.91,0.46,0.5,31.4,2.994
0.92,0.41,0.5,31.4,3.02
0.9,0.43,0.46,31.4,3.051
0.9,0.35,0.38,31.4,3.098
0.93,0.3,0.42,31.2,3.13
0.93,0.3,0.41,31.2,3.179
0.9,0.26,0.46,31.2,3.235
0.88,0.29,0.5,31.4,3.291
0.86,0.38,0.56,31.2,3.326
0.84,0.28,0.53,31.4,3.36
0.63,0.41,0.84,31.4,3.408
0.78,0.43,0.44,31.4,3.373
0.74,0.47,0.25,31.4,3.349
0.8,0.62,0.32,31.4,3.355
0.8,0.69,0.34,31.4,3.384
0.77,0.4,0.59,31.4,3.414
0.84,0.29,0.52,31.2,3.438
0.88,0.34,0.55,31.4,3.438
0.83,0.23,0.42,31.4,3.444
0.9,0.31,0.51,31.4,3.469
0.91,0.26,0.59,31.4,3.45
0.91,0.23,0.54,31.4,3.45
0.89,0.26,0.53,31.4,3.469
0.87,0.31,0.52,31.4,3.444
0.86,0.32,0.58,31.4,3.444
0.83,0.25,0.58,31.4,3.438
0.78,0.24,0.56,31.4,3.414
0.82,0.33,0.51,31.4,3.408
0.84,0.35,0.52,31.4,3.408
0.82,0.49,0.53,31.2,3.408
0.76,0.49,0.54,31.4,3.379
0.74,0.45,0.67,31.4,3.379
0.74,0.52,0.74,31.4,3.349
0.76,0.58,0.78,31.4,3.326
0.93,0.75,0.73,31.4,3.302
0.78,0.55,0.5,31.4,3.279
0.69,0.54,0.64,31.4,3.286
0.62,0.48,0.6,31.4,3.263
0.47,0.56,0.7,31.4,3.235
0.44,0.62,0.55,31.2,3.207
0.44,0.63,0.52,31.4,3.152
0.48,0.73,0.48,31.4,3.152
0.5,0.85,0.67,31.4,3.125
0.48,0.73,0.58,31.4,3.098
0.51,0.74,0.61,31.4,3.082
0.5,0.69,0.63,31.2,3.072
0.52,0.73,0.59,31.4,3.046
0.56,0.69,0.6,31.4,2.969
0.68,0.77,0.67,31.4,2.939
0.64,0.66,0.74,31.4,2.944
0.63,0.7,0.58,31.4,2.959
0.66,0.75,0.56,31.4,3.02
0.58,0.82,0.59,31.4,3.02
0.47,0.96,0.65,31.4,2.994
0.37,0.71,0.29,31.4,2.929
0.27,0.63,0.31,31.4,2.87
0.31,0.71,0.68,31.4,2.752
0.57,0.83,0.37,31.4,2.586
0.63,1.03,0.3,31.4,2.285
0.55,0.83,0.54,31.4,2.075
0.56,0.71,0.46,31.4,1.979
0.57,0.84,0.43,31.4,1.963
0.48,0.79,0.58,31.2,1.959
0.45,0.83,0.6,31.4,1.967
0.47,0.73,0.63,31.4,1.975
0.55,0.69,0.71,31.4,2.091
0.54,0.69,0.63,31.2,2.325
0.55,0.72,0.78,31.4,2.537
0.53,0.64,0.87,31.4,2.596
0.55,0.72,0.67,31.2,2.617
0.55,0.49,0.67,31.4,2.617
0.52,0.71,0.82,31.4,2.61
0.5,0.68,0.66,31.4,2.684
0.51,0.6,0.71,31.4,2.775
0.51,0.69,0.79,31.2,2.803
0.45,0.7,0.77,31.4,2.808
0.35,0.82,0.68,31.4,2.822
0.25,0.86,0.71,31.2,2.846
0.17,0.8,0.7,31.4,2.846
0.15,0.89,0.69,31.4,2.851
0.15,0.76,0.69,31.4,2.846
0.11,0.82,0.74,31.4,2.846
0.09,0.84,0.8,31.4,2.846
0.11,0.85,0.78,31.4,2.841
0.06,0.82,0.74,31.4,2.846
0.02,0.88,0.67,31.4,2.87
0,0.91,0.61,31.4,2.87
-0.02,0.93,0.5,31.4,2.87
-0.03,1,0.52,31.4,2.87
-0.19,1.05,0.58,31.4,2.87
-0.32,1.07,0.56,31.4,2.87
-0.38,1.2,0.44,31.2,2.87
-0.46,1.27,0.25,31.4,2.87
-0.51,1.04,0.11,31.4,2.846
-0.58,0.76,0.04,31.4,2.846
-0.61,0.61,0.08,31.4,2.832
-0.69,0.42,0.04,31.4,2.841
-0.8,0.35,0.09,31.4,2.808
-0.88,0.35,0.16,31.4,2.822
-1.05,0.28,0.28,31.4,2.803
-1.23,0.39,0.41,31.4,2.775
-1.09,0.25,0.26,31.4,2.775
-1.01,0.29,0.23,31.4,2.78
-0.97,0.05,0.37,31.4,2.766
-0.95,0.11,0.38,31.4,2.785
-0.96,0.12,0.42,31.2,2.799
-0.95,0.05,0.48,31.4,2.785
-1,0.03,0.51,31.4,2.799
-1,0.06,0.51,31.2,2.766
-0.98,-0.05,0.5,31.2,2.78
-0.99,-0.14,0.51,31.4,2.78
-0.95,-0.09,0.48,31.2,2.766
-0.87,-0.31,0.47,31.4,2.775
-0.86,-0.4,0.45,31.4,2.775
-0.96,-0.13,0.4,31.4,2.734
-1.04,0.01,0.51,31.2,2.657
-1.09,0.04,0.58,31.2,2.596
-1.03,0.16,0.54,31.4,2.574
-0.86,-0.05,0.5,31.4,2.579
-0.75,0.08,0.69,31.4,2.596
-0.62,0.24,0.33,31.2,2.584
-0.42,0.47,0.49,31.4,2.596
-0.3,0.67,0.47,31.4,2.574
-0.08,0.97,0.75,31.4,2.596
0.12,1.03,1.06,31.4,2.644
0.24,0.98,1.15,31.4,2.684
0.39,0.93,0.96,31.4,2.721
0.43,0.71,0.76,31.4,2.752
0.55,0.64,0.61,31.4,2.799
0.73,0.54,0.54,31.4,2.822
1,0.62,0.7,31.2,2.851
1.04,0.61,0.59,31.4,2.895
0.94,0.43,0.55,31.4,2.91
0.86,0.37,0.44,31.4,2.969
0.79,0.39,0.47,31.2,2.994
0.79,0.41,0.51,31.4,3.025
0.84,0.4,0.5,31.4,3.03
0.88,0.36,0.52,31.4,3.056
0.87,0.33,0.47,31.4,3.082
0.87,0.38,0.46,31.4,3.082
0.85,0.35,0.44,31.4,3.104
0.86,0.36,0.45,31.4,3.125
0.85,0.36,0.47,31.2,3.109
0.84,0.36,0.49,31.4,3.109
0.84,0.36,0.47,31.4,3.125
0.85,0.38,0.45,31.4,3.125
0.87,0.39,0.46,31.2,3.125
0.85,0.39,0.47,31.4,3.125
0.84,0.39,0.48,31.4,3.098
0.84,0.39,0.48,31.4,3.098
0.85,0.39,0.47,31.4,3.098
0.86,0.37,0.48,31.2,3.098
0.84,0.36,0.49,31.4,3.077
0.84,0.34,0.48,31.4,3.072
0.85,0.36,0.48,31.4,3.056
0.86,0.37,0.49,31.4,3.056
0.84,0.38,0.49,31.4,3.072
0.84,0.37,0.48,31.4,3.051
0.86,0.36,0.47,31.4,3.03
0.86,0.37,0.47,31.4,3.046
0.85,0.38,0.49,31.4,3.025
0.85,0.38,0.49,31.4,3.02
0.85,0.37,0.47,31.4,3.02
0.85,0.36,0.48,31.4,3.02
0.85,0.36,0.47,31.4,3.005
0.84,0.37,0.48,31.4,2.979
0.85,0.38,0.47,31.4,2.994
0.86,0.37,0.46,31.4,2.979
0.86,0.37,0.46,31.4,2.994
0.85,0.38,0.47,31.4,2.994
0.84,0.39,0.48,31.4,2.974
0.85,0.42,0.45,31.4,2.974
0.84,0.41,0.46,31.4,2.954
0.85,0.38,0.5,31.4,2.969
0.84,0.4,0.52,31.4,2.949
0.82,0.41,0.52,31.4,2.929
0.83,0.41,0.47,31.4,2.944
0.84,0.41,0.45,31.2,2.944
0.84,0.4,0.46,31.4,2.919
0.85,0.4,0.48,31.4,2.919
0.84,0.35,0.5,31.4,2.905
0.84,0.36,0.51,31.4,2.914
0.84,0.36,0.49,31.2,2.895
0.86,0.35,0.5,31.4,2.895
0.85,0.35,0.5,31.4,2.87
0.85,0.36,0.5,31.4,2.851
0.86,0.34,0.5,31.4,2.846
0.86,0.32,0.5,31.4,2.822
0.85,0.33,0.5,31.4,2.822
0.86,0.32,0.5,31.4,2.822
0.86,0.33,0.48,31.4,2.822
0.88,0.4,0.48,31.2,2.803
0.88,0.34,0.47,31.4,2.79
0.88,0.29,0.43,31.4,2.785
