File Exported by Q - (c) 2009 Affectiva Inc.,,,,
File Version: 1.01,,,,
Firmware Version: 1.81,,,,
UUID: AQL1113206T,,,,
Sampling Rate: 16,,,,
Start Time: 2020-02-27 13:02:49 Offset:-05,,,,
Z-axis,Y-axis,X-axis,Temperature Celsius,EDA(uS)
0.56,0.16,0.81,23.3,0
0.67,0.15,0.78,23.3,0
0.73,0.18,0.83,23.3,0
0.76,0.17,0.9,23.3,0
0.67,0.24,1.05,23.3,0
0.66,0.11,0.73,23.3,0
0.68,0.05,0.76,23.3,0
0.7,0.04,0.64,23.3,0
0.76,-0.02,0.67,23.3,0
0.55,-0.1,0.98,23.3,0
0.34,-0.24,0.9,23.3,0
0.59,-0.24,0.81,23.3,0
1.09,-0.14,0.87,23.3,0
0.88,0.03,1,23.3,0
0.54,0.29,1,23.3,0
0.45,0.59,1,23.3,0
0.7,0.72,0.9,23.3,0
0.76,0.59,0.79,23.3,0
0.65,0.56,0.79,23.3,0
0.5,0.53,0.96,23.3,0
0.5,0.57,0.9,23.3,0
0.46,0.58,0.88,23.3,0
0.41,0.54,0.75,23.3,0
0.48,0.33,0.75,23.3,0
0.67,0.29,1.01,23.3,0
0.8,0.5,1.17,23.3,0
0.65,0.73,1,23.3,0
0.5,0.7,0.74,23.3,0
0.48,0.27,0.56,23.3,0
0.63,-0.15,0.71,23.3,0
0.69,-0.37,0.99,23.3,0
0.67,-0.37,1.16,23.3,0
0.61,-0.21,1.06,23.3,0
0.77,-0.15,0.85,23.3,0
0.83,-0.01,0.79,23.3,0
0.84,0.01,0.71,23.3,0
0.85,0.03,0.6,23.3,0
0.95,0.06,0.53,23.3,0
0.86,0.27,0.75,23.3,0
0.78,-0.07,0.45,23.3,0
0.68,-0.04,0.56,23.3,0
0.93,-0.17,0.49,23.3,0
0.86,-0.05,0.62,23.3,0
0.96,0,0.65,23.3,0
0.86,0.07,0.54,23.3,0
0.87,0.09,0.46,23.3,0
0.85,0.13,0.5,23.3,0
0.9,0.12,0.52,23.3,0
0.91,0.05,0.49,23.3,0
0.96,-0.01,0.49,23.3,0
0.89,-0.16,0.69,23.3,0
1.02,-0.14,0.54,23.3,0
0.98,-0.02,0.68,23.3,0
0.98,0.06,0.6,23.3,0
0.82,0.03,0.5,23.3,0
0.81,0.01,0.46,23.3,0
0.88,-0.01,0.49,23.3,0
0.94,0,0.36,23.3,0
1.16,-0.2,0.26,23.3,0
0.93,-0.31,0.19,23.3,0
1.07,-0.32,0,23.3,0
0.77,-0.58,-0.11,23.3,0
0.63,-0.51,0,23.3,0
0.56,-0.7,-0.36,23.3,0
0.61,-0.61,-0.22,23.3,0
0.34,-0.56,-0.03,23.3,0
0.28,-0.79,-0.42,23.3,0
0.03,-0.83,-0.61,23.3,0
-0.07,-1,-0.96,23.3,0
-0.22,-0.62,-0.66,23.3,0
-0.39,-0.51,-0.68,23.3,0
-0.83,-0.07,-0.5,23.3,0
-0.67,0.2,-0.51,23.3,0
-0.51,0.24,-0.93,23.3,0
-0.39,0.4,-0.67,23.3,0
-0.41,0.55,-0.47,23.3,0
-0.63,0.54,-0.63,23.3,0
-0.48,0.33,-0.55,23.3,0
-0.71,0.35,-0.55,23.3,0
-0.69,0.3,-0.48,23.3,0
-0.78,0.4,-0.38,23.3,0
-0.69,0.22,-0.22,23.3,0
-0.68,0.16,-0.36,23.3,0
-0.7,0.35,-0.36,23.3,0
-0.66,0.26,-0.5,23.3,0
-0.61,0.22,-0.55,23.3,0
-0.69,0.19,-0.85,23.3,0
-0.58,0.3,-0.63,23.3,0
-0.5,0.23,-0.62,23.3,0
-0.53,0.31,-0.82,23.3,0
